    "Content-UUID","URL","Term","Definition","Data-Type","Unit-of-Measure","Category","Sector","Updated-Date"
"6db19c48-1858-4b3c-a00b-fb4b351cae1d","https://bedes.lbl.gov/node/6db19c48-1858-4b3c-a00b-fb4b351cae1d","Loan Repayment Status","The status of the borrower's repayment obligations at any given time.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d7570fc4-abf8-460c-be2e-b2e81cefc730","https://bedes.lbl.gov/node/d7570fc4-abf8-460c-be2e-b2e81cefc730","Loan Security","The collateral pledged, if any, to the lender to secure a loan.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9a7b5572-1e88-42aa-9eb8-989b95a97dff","https://bedes.lbl.gov/node/9a7b5572-1e88-42aa-9eb8-989b95a97dff","Number Of Permits Replaced","Number of permits replaced as part of measure.
","Integer","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7f112e08-e9d5-4e72-8972-2902c551f6f8","https://bedes.lbl.gov/node/7f112e08-e9d5-4e72-8972-2902c551f6f8","Number Of Staff Members Trained","Number of staff members trained as part of measure.
","Integer","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2b15412a-4cb1-42a7-b108-51462c127148","https://bedes.lbl.gov/node/2b15412a-4cb1-42a7-b108-51462c127148","Origination Channel","The original point of contact for a loan borrower.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7b5202de-8eb2-4aaa-85a0-a77d99fa2646","https://bedes.lbl.gov/node/7b5202de-8eb2-4aaa-85a0-a77d99fa2646","Periodically Recurring Costs","Costs to operate the project or measure or equipment or system and can associated with any of the Type of Implementation or Recurring Costs. This term can be used in conjunction with ""Interval Frequency"" defined in resource consumption and generation section
","Decimal","$","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8bfb2292-d621-422f-86ae-407ac895ea67","https://bedes.lbl.gov/node/8bfb2292-d621-422f-86ae-407ac895ea67","Project Name","Name of the project.
","String","N/A","Measures","","2019-11-26 17:28:02"
"a90ea4f3-15f9-4f33-ad4d-324c062f64d8","https://bedes.lbl.gov/node/a90ea4f3-15f9-4f33-ad4d-324c062f64d8","Quantity Affected","Quantity of devices or equipment affected by the measure- e.g, number of lighting luminaires replaced, tons of chiller replaced, number of VAV boxes installed.
","Integer","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"6f0b42be-9749-4086-8ffa-fc342dace4b4","https://bedes.lbl.gov/node/6f0b42be-9749-4086-8ffa-fc342dace4b4","Report Name","Name of the project.
","String","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"4b0c21d7-a2a8-460f-9cd1-f1d73f1df4f4","https://bedes.lbl.gov/node/4b0c21d7-a2a8-460f-9cd1-f1d73f1df4f4","Reporting Level","level or boundary of reporting metrics for this record.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"aa28ba03-dba1-486a-a2ca-f14c4fa99253","https://bedes.lbl.gov/node/aa28ba03-dba1-486a-a2ca-f14c4fa99253","Resource Savings","Energy or water resource savings that can be realized from a measure or a project. This term can also further explained by using a relevant entry from the term Interval Frequency.
","Decimal","","Measures","Commercial, Residential, Multifamily","2019-12-12 10:47:58"
"6ca2670f-a9dc-4a41-8f20-58bd0fc20b6d","https://bedes.lbl.gov/node/6ca2670f-a9dc-4a41-8f20-58bd0fc20b6d","Resource Savings Intensity","Resource savings per square foot.
","Decimal","","Measures","Commercial, Residential, Multifamily","2019-12-12 10:48:17"
"97f3c86e-edff-4cc0-8f85-2415a15112bb","https://bedes.lbl.gov/node/97f3c86e-edff-4cc0-8f85-2415a15112bb","Retro Commissioning Exemption","Conditions under which the building is exempt from a mandated retro-commissioning.
","String","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"112a206e-5732-48e2-9cbe-3adf15f1abcd","https://bedes.lbl.gov/node/112a206e-5732-48e2-9cbe-3adf15f1abcd","Savings Attribution","Type of savings associated with a measure or project. Complete constrained list options include constrained lists from Energy Resource and Water Resource.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"cd2b2b67-b579-41ad-b087-fe5244d671a7","https://bedes.lbl.gov/node/cd2b2b67-b579-41ad-b087-fe5244d671a7","Scope","Percentage of the premises affected by the measure that's either proposed, implemented or evaluated
","Decimal","percent","Measures","Commercial, Residential, Multifamily","2019-12-10 10:41:45"
"51fa4451-d4d8-44ea-8780-f3619027a281","https://bedes.lbl.gov/node/51fa4451-d4d8-44ea-8780-f3619027a281","Technology Category","Authorized technology category as defined by the Federal Energy Management Program. Categories are inclusive of systems defined.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"8a6508be-9a42-4c83-b8a4-332b1cca33bc","https://bedes.lbl.gov/node/8a6508be-9a42-4c83-b8a4-332b1cca33bc","Work Performed By","Entity who performed the work.
","Constrained List","N/A","Measures","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6cd952c7-117d-4a94-875e-ff77d7920db4","https://bedes.lbl.gov/node/6cd952c7-117d-4a94-875e-ff77d7920db4","Absorption Heat Source","Source of heating energy for regeneration
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"51875d3d-f36d-4d70-bdf9-058745bfa0f1","https://bedes.lbl.gov/node/51875d3d-f36d-4d70-bdf9-058745bfa0f1","Absorption Stages","Number of stages in regeneration process
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"21e2d836-1633-4c01-a0de-71b8dc4b3ab5","https://bedes.lbl.gov/node/21e2d836-1633-4c01-a0de-71b8dc4b3ab5","Active Dehumidification","Availability of an active dehumidification system (in addition to the dehumidification that takes place during normal DX cooling operation).
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"87e077eb-6d96-476b-bec7-483ba30a9f26","https://bedes.lbl.gov/node/87e077eb-6d96-476b-bec7-483ba30a9f26","Air Distribution Type","Basic configuration of air-distribution equipment.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d0ceb18c-2473-4e34-94d6-18d4336eda71","https://bedes.lbl.gov/node/d0ceb18c-2473-4e34-94d6-18d4336eda71","Air Side Economizer","Presence of air-side economizer to provide free cooling.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f03d4de4-bfc7-41d4-8628-24599712e392","https://bedes.lbl.gov/node/f03d4de4-bfc7-41d4-8628-24599712e392","Air Side Economizer Type","Type of air economizer system associated with a cooling system.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"dd10f194-07e6-4e81-869d-0e5a26d64057","https://bedes.lbl.gov/node/dd10f194-07e6-4e81-869d-0e5a26d64057","Belt Type","Type of belt drive in fan unit
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c554c7b9-a3ae-4ad1-8906-3d86c5872b45","https://bedes.lbl.gov/node/c554c7b9-a3ae-4ad1-8906-3d86c5872b45","Boiler Blowdown Rate","A blowdown of the boiler is a routine operation necessary due to the increased concentration of Total Dissolved Solids - TDS - in the boiler during the steam production. The blowdown rate of a boiler depends on: steam consumption (steam used in the process and not returned as condensate to the boiler), concentration of impurities in the feed water, maximum allowable TDS in the boiler.
","Decimal","kg/hr","HVAC","Commercial, Residential, Multifamily","2019-12-17 12:43:36"
"1cabe46e-f19b-427a-b03d-7400adac1b99","https://bedes.lbl.gov/node/1cabe46e-f19b-427a-b03d-7400adac1b99","Boiler Insulation R Value","Insulation R-Value of hot water storage tank.
","Decimal","hr-ft2-F/Btu","HVAC","Commercial, Residential, Multifamily","2019-12-10 12:50:21"
"46fa6568-6689-4d71-adc0-99280c1d00f5","https://bedes.lbl.gov/node/46fa6568-6689-4d71-adc0-99280c1d00f5","Boiler Insulation Thickness","Insulation thickness of hot water storage tank. [inches]
","Decimal","in","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:24:28"
"ec2635c1-8717-4526-a4f9-fd432ad982ed","https://bedes.lbl.gov/node/ec2635c1-8717-4526-a4f9-fd432ad982ed","Boiler Percent Condensate Return","The percentage of condensed steam that is returned to the boiler.
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:36:48"
"08c0c997-9d50-4441-99d8-934eb03ea43a","https://bedes.lbl.gov/node/08c0c997-9d50-4441-99d8-934eb03ea43a","Burner Turndown Ratio","If applicable, the turndown ratio for the burner (full input/minimum input).
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"90d53c1c-45d2-47bf-aedc-853a8cc23cf9","https://bedes.lbl.gov/node/90d53c1c-45d2-47bf-aedc-853a8cc23cf9","Burner Type","Type of burner on boiler or furnace, if applicable.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"3fbcc17d-60cb-4d2a-8d0e-ab9090288ecc","https://bedes.lbl.gov/node/3fbcc17d-60cb-4d2a-8d0e-ab9090288ecc","Cell Count","The number of cells in the cooling tower. Each cell has its own fan, water flow allowing for responding to lower load conditions
","Integer","N/A","HVAC","Commercial, Multifamily","2019-11-26 17:24:58"
"e802e887-e904-4c69-b28e-3cb479c3186a","https://bedes.lbl.gov/node/e802e887-e904-4c69-b28e-3cb479c3186a","Chiller Compressor Driver","Equipment driving the compressor used in a chiller
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0ffe20cd-2ff0-4663-a55a-911e566c8bdf","https://bedes.lbl.gov/node/0ffe20cd-2ff0-4663-a55a-911e566c8bdf","Chiller Compressor Type","Type of compressor in the chiller.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8db00da0-baad-4605-bacd-1457e8838e54","https://bedes.lbl.gov/node/8db00da0-baad-4605-bacd-1457e8838e54","Compressor Staging","The compressor staging for the unit. Select ""Single Stage"" for units with single stage (on/off) control. Select ""Multiple, Discrete Stages"" for units with multiple compressors, discrete unloading stages, or compressors with stepped speed motors that are controlled to operate at discrete stages. Select ""Variable"" for compressors that operate at variable speeds or with modulating unloading.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ff823834-5f6d-4f63-a125-155f8c378f57","https://bedes.lbl.gov/node/ff823834-5f6d-4f63-a125-155f8c378f57","Condenser Fan Speed Operation","The condenser fan control option used by the unit. If the unit has several constant-speed condenser fans that stage on in conjunction with multiple compressors, this should be set to ÒStepped Speed.Ó
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4c8a4801-6c8d-4e61-8f05-220a374b8765","https://bedes.lbl.gov/node/4c8a4801-6c8d-4e61-8f05-220a374b8765","Condenser Type","Type of condenser used for DX cooling plant.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3835a2ea-4a5a-40c2-a643-01619cf1c496","https://bedes.lbl.gov/node/3835a2ea-4a5a-40c2-a643-01619cf1c496","Condensing Operation","Capability of a boiler or furnace of condensing the water vapor in the exhaust flue gas to obtain a higher efficiency.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"cb7a9b45-2100-4c6c-9d18-97bfdbc8e477","https://bedes.lbl.gov/node/cb7a9b45-2100-4c6c-9d18-97bfdbc8e477","Cooling Delivery Type","Method of delivering cooling to the zone.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b35e4ad5-0570-4fbb-9b69-731ae3f4c289","https://bedes.lbl.gov/node/b35e4ad5-0570-4fbb-9b69-731ae3f4c289","Cooling Medium","Medium used to transport cooling energy from a central cooling system to individual zones.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"444e728e-4068-4fa2-8fda-b62141a67ebb","https://bedes.lbl.gov/node/444e728e-4068-4fa2-8fda-b62141a67ebb","Cooling Stage Capacity","Average capacity of each cooling stage, at ARI rated conditions, expressed as a fraction of total capacity
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c5eca96c-5058-420d-9d80-74696bc84ecb","https://bedes.lbl.gov/node/c5eca96c-5058-420d-9d80-74696bc84ecb","Cooling Type","Source of cooling. Cooling delivery is recorded in a separate data field. Use of fans or blowers by themselves without chilled air or water is not included in this definition of cooling. Stand-alone dehumidifiers are also not included.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f670883e-99eb-432e-99f0-58dd449442f0","https://bedes.lbl.gov/node/f670883e-99eb-432e-99f0-58dd449442f0","Dehumidification Type","Dehumidification type in air-distribution system.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"2dc3251c-7c99-499f-bc03-e0a42c8e6d0b","https://bedes.lbl.gov/node/2dc3251c-7c99-499f-bc03-e0a42c8e6d0b","Design Static Pressure","The design static pressure for the fan
","Decimal","Pa","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b2bc8a23-9a79-4a91-9903-4e0a495595b8","https://bedes.lbl.gov/node/b2bc8a23-9a79-4a91-9903-4e0a495595b8","Draft Type","Draft mechanism used for drawing air through a boiler, furnace, or water heater.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3dc02a04-acea-48a1-ac28-5eea3762d38b","https://bedes.lbl.gov/node/3dc02a04-acea-48a1-ac28-5eea3762d38b","Duct Configuration","Configuration of ducts.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"558bdf3e-e217-42b9-a232-248beed79a7c","https://bedes.lbl.gov/node/558bdf3e-e217-42b9-a232-248beed79a7c","Duct Insulation R Value","R-value of duct insulation.
","Decimal","hr-ft2-F/Btu","HVAC","Commercial, Residential, Multifamily","2019-12-10 12:51:04"
"b48470c5-d5d5-4e26-8e92-df2d0392ba1d","https://bedes.lbl.gov/node/b48470c5-d5d5-4e26-8e92-df2d0392ba1d","Duct Leakage Test Method","Method used to estimate duct leakage
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"adb13911-181f-4dd6-9585-6db754ddcbad","https://bedes.lbl.gov/node/adb13911-181f-4dd6-9585-6db754ddcbad","Duct Pressure Test Leakage Percentage","Duct leakage found from pressure test. Reported as a percentage. [%]
","Decimal","percent","HVAC","Commercial, Residential, Multifamily","2019-12-10 10:40:01"
"78c1ec5e-a1e8-4e76-a259-d105fb7e582b","https://bedes.lbl.gov/node/78c1ec5e-a1e8-4e76-a259-d105fb7e582b","Duct Pressure Test Leakage Rate","Duct leakage found from pressure test. Reported in cubic feet per minute.
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"8ed38792-f221-4c75-a6e9-e008506f9f1c","https://bedes.lbl.gov/node/8ed38792-f221-4c75-a6e9-e008506f9f1c","Duct Sealing","Condition of duct sealing.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"7ca7edef-5560-4a39-ae50-1f6ef6d2ce02","https://bedes.lbl.gov/node/7ca7edef-5560-4a39-ae50-1f6ef6d2ce02","Duct Surface Area","Total surface area of ducts associated with this air distribution system.
","Decimal","ft2","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"a41b77a8-d6db-4a08-8667-9987ce987c37","https://bedes.lbl.gov/node/a41b77a8-d6db-4a08-8667-9987ce987c37","Duct Type","Type of duct material.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"19b50003-e146-4828-83b2-f4947a2928ae","https://bedes.lbl.gov/node/19b50003-e146-4828-83b2-f4947a2928ae","Equipment Redundancy","Redundancy availability or formal redundancy level for specified equipment
","Constrained List","N/A","HVAC","Commercial, Multifamily","2019-11-26 17:24:58"
"3dd0a7d4-96b4-436c-865c-e79fa1796545","https://bedes.lbl.gov/node/3dd0a7d4-96b4-436c-865c-e79fa1796545","Evaporative Cooling Type","Defines the type of evaporative cooler operation
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0502dbd6-81cf-49ec-910b-90fbaa8b0b8a","https://bedes.lbl.gov/node/0502dbd6-81cf-49ec-910b-90fbaa8b0b8a","Evaporative Wet Bulb Effectiveness","The ratio of the difference between inlet and outlet air temperature to the difference between inlet air temperature and its wet bulb temperature
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"be5bcfb0-235e-4e7f-9858-2fb5a49b62c0","https://bedes.lbl.gov/node/be5bcfb0-235e-4e7f-9858-2fb5a49b62c0","Evaporatively Cooled Condenser","Availability of evaporative cooling to enhance heat rejection from the condenser coils.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"74bc3ecf-376b-49be-ab1d-94a4eb146927","https://bedes.lbl.gov/node/74bc3ecf-376b-49be-ab1d-94a4eb146927","Fan Application","Application of fan (supply, return, or exhaust)
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"01a83f32-cfb0-49df-b43b-7457e516537c","https://bedes.lbl.gov/node/01a83f32-cfb0-49df-b43b-7457e516537c","Fan Placement","Placement of fan relative to the air stream.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"07002275-a9ee-4480-b300-d86e4fc42e57","https://bedes.lbl.gov/node/07002275-a9ee-4480-b300-d86e4fc42e57","Fan Power Minimum Ratio","The minimum power draw of the fan, expressed as a ratio of the full load fan power.
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"9dd2015a-6900-4bb8-a880-3c1ad85ce668","https://bedes.lbl.gov/node/9dd2015a-6900-4bb8-a880-3c1ad85ce668","Fan Type","Method of generating air flow
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3ec0e1e4-d24c-4851-9ddb-9a88b3bd552c","https://bedes.lbl.gov/node/3ec0e1e4-d24c-4851-9ddb-9a88b3bd552c","Flow Control Type","Type of air flow control.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"730dd6ec-cda1-4b63-b664-93fecc07cc38","https://bedes.lbl.gov/node/730dd6ec-cda1-4b63-b664-93fecc07cc38","Geothermal Loop","The type of loop field used in a geothermal system (e.g., heat pump)
","Constrained List","N/A","HVAC","","2019-11-26 17:28:02"
"f86d97ca-2b42-4d1f-86e4-fe300de9c9e2","https://bedes.lbl.gov/node/f86d97ca-2b42-4d1f-86e4-fe300de9c9e2","Heat Pump Backup AFUE","Annual Fuel Utilization Efficiency of backup system for heat pump
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4d5857d4-012a-449a-b958-e391480f33c2","https://bedes.lbl.gov/node/4d5857d4-012a-449a-b958-e391480f33c2","Heat Pump Backup Heating Switchover Temperature","Minimum outside temperature at which the heat pump can operate
","Decimal","F","HVAC","Commercial, Residential, Multifamily","2019-12-10 12:51:33"
"d117694f-e524-4bbe-947a-3079a7ae4ece","https://bedes.lbl.gov/node/d117694f-e524-4bbe-947a-3079a7ae4ece","Heat Pump Backup System Fuel","Backup fuel used by the heat pump
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"ef72438e-8725-4182-a149-a0d8e4b8a017","https://bedes.lbl.gov/node/ef72438e-8725-4182-a149-a0d8e4b8a017","Heat Pump Sink Source Type","Sink source of the heat pump
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0efdc02c-d425-4b93-9a55-598be7e34977","https://bedes.lbl.gov/node/0efdc02c-d425-4b93-9a55-598be7e34977","Heat Recovery Type","Type of heat recovery between two systems.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"449464b3-25da-4a2a-beec-e7ab69aaf9cd","https://bedes.lbl.gov/node/449464b3-25da-4a2a-beec-e7ab69aaf9cd","Heating Delivery Type","Method for delivering and or distributing heat to the building or Space Function. May be multiple delivery methods for each plant.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"e635f3a0-06d1-4653-a058-8a5a75fae04d","https://bedes.lbl.gov/node/e635f3a0-06d1-4653-a058-8a5a75fae04d","Heating Medium","Medium used to transport heat from a central heating system to individual zones.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"f5e46b67-69e7-4df4-9bdc-2a1badd478b0","https://bedes.lbl.gov/node/f5e46b67-69e7-4df4-9bdc-2a1badd478b0","Heating Stage Capacity Fraction","Average capacity of each heating stage, at ARI rated conditions, expressed as a fraction of total capacity
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f2e049ee-f34a-40ab-9776-fabcbad9c3f9","https://bedes.lbl.gov/node/f2e049ee-f34a-40ab-9776-fabcbad9c3f9","Heating Staging","The method of heating staging used by the unit. Select ÒSingle StageÓ for units with single stage (on/off) control. Select ÒMultiple, Discrete StagesÓ for units with multiple discrete stages (low-fire / high-fire). Select ÒModulatingÓ for units which contain modulating burners.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"e2a69ad1-8ba8-4303-8f63-3f70d88d7553","https://bedes.lbl.gov/node/e2a69ad1-8ba8-4303-8f63-3f70d88d7553","Heating Type","Source of heat. Heating delivery is recorded in a separate data field. Use of fans or blowers by themselves without heated air or water is not included in this definition of heating.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"7e26df76-1ac3-4cee-9582-677f9cc0fa81","https://bedes.lbl.gov/node/7e26df76-1ac3-4cee-9582-677f9cc0fa81","Humidification Type","Humidification type in air-distribution system.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"3b39678d-7a1d-4add-9417-a2b7f57f6f18","https://bedes.lbl.gov/node/3b39678d-7a1d-4add-9417-a2b7f57f6f18","HVAC Category","Category of equpment related to heating, ventilation, and air conditioning (HVAC).
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"9e174aa2-440e-4b91-93ae-7c36934c08ea","https://bedes.lbl.gov/node/9e174aa2-440e-4b91-93ae-7c36934c08ea","Ignition Type","Ignition mechanism in gas heating equipment. Either pilot light or an intermittent ignition device (IID)
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"d6f19636-b883-4dfa-8f70-9f55ac5d283f","https://bedes.lbl.gov/node/d6f19636-b883-4dfa-8f70-9f55ac5d283f","Input Capacity","The energy consumption of the heating plant at full load.
","Decimal","MMBtu","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"8430c73e-fdf1-43f4-8131-1e89d7b93251","https://bedes.lbl.gov/node/8430c73e-fdf1-43f4-8131-1e89d7b93251","Installed Flow Rate","Actual flow rate of fan under normal operating conditions
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"7a74f3ab-9a5e-4e51-801b-0d7ecf1535e5","https://bedes.lbl.gov/node/7a74f3ab-9a5e-4e51-801b-0d7ecf1535e5","Maximum Fan Power","Fan power at maximum flow rate (full load)
","Decimal","W","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"b0ce748b-734f-49f4-a30e-c0cf32231358","https://bedes.lbl.gov/node/b0ce748b-734f-49f4-a30e-c0cf32231358","Minimum Flow Rate","The lowest flow rate rated for a fan
","Decimal","cfm","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"c660688f-f159-4792-a727-da9205af43cf","https://bedes.lbl.gov/node/c660688f-f159-4792-a727-da9205af43cf","Minimum Part Load Ratio","The minimum part load ratio at which the equipment is able to operate (0-1).
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"6e426def-2c75-4272-9920-1ffbb6021c40","https://bedes.lbl.gov/node/6e426def-2c75-4272-9920-1ffbb6021c40","Motor Location Relative To Air Stream","Location of the fan motor relative to the air stream.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"4ae59a04-39e1-4faf-a256-9eceac581e55","https://bedes.lbl.gov/node/4ae59a04-39e1-4faf-a256-9eceac581e55","Natural Ventilation Metric","Metric used in measuring the rate of natural ventilation
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"0259fe9a-9be4-4ad7-b037-893a4b6304ac","https://bedes.lbl.gov/node/0259fe9a-9be4-4ad7-b037-893a4b6304ac","Natural Ventilation Rate","Average rate of natural ventilation when used. Units depend on ventilation method
","Decimal","","HVAC","Commercial, Residential, Multifamily","2019-12-12 10:48:57"
"16831018-184b-4ab6-ba2d-9173d645b619","https://bedes.lbl.gov/node/16831018-184b-4ab6-ba2d-9173d645b619","Number Of Discrete Cooling Stages","The number of discrete operating stages, excluding ""off.""
","Integer","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"5270ef0e-52a7-4fe6-873e-9ec74434c386","https://bedes.lbl.gov/node/5270ef0e-52a7-4fe6-873e-9ec74434c386","Number Of Discrete Fan Speeds","The number of discrete operating speeds for the supply-fan motor, excluding ""off."" Only used if flow control is ""stepped""
","Integer","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f12fcef4-ee6c-4129-80ac-0f6068a62880","https://bedes.lbl.gov/node/f12fcef4-ee6c-4129-80ac-0f6068a62880","Number of Heating Stages","The number of heating stages, excluding ""off.""
","Integer","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"09d22d38-ffbc-494d-84ea-8eab196c579e","https://bedes.lbl.gov/node/09d22d38-ffbc-494d-84ea-8eab196c579e","Other HVAC Type","Type of space conditioning equipment that is not classified as heating, cooling, or air-distribution. This category includes ventilation, dehumidification, humidification, and air cleaning systems.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"f26e2efd-2fbf-47bc-981b-376aa086d098","https://bedes.lbl.gov/node/f26e2efd-2fbf-47bc-981b-376aa086d098","Output Capacity","Output capacity of equipment.
","Decimal","MMBtu","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"24c3ce31-337b-41ad-ab5b-75eac9d03672","https://bedes.lbl.gov/node/24c3ce31-337b-41ad-ab5b-75eac9d03672","Part Load Ratio Below Which Hot Gas Bypass Operates","The part load ratio of a chiller below which hot gas bypass (HGBP) operates.
","Decimal","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d28b9c40-5ecb-49b7-be7f-0ea51fe7995d","https://bedes.lbl.gov/node/d28b9c40-5ecb-49b7-be7f-0ea51fe7995d","Pipe Application","Application of pipe
","Constrained List","n/a","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:28:02"
"d70f02a9-28ad-406c-8c72-f48484c77530","https://bedes.lbl.gov/node/d70f02a9-28ad-406c-8c72-f48484c77530","Pipe Configuration","Number of pipes for distributing steam, refrigerant, or water to individual zones.
","Constrained List","N/A","HVAC","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
