    "Content-UUID","URL","List-Option","List-Option-Definition","Unit-of-Measure","Related-Term","Related-Term-UUID","Sector","Updated-Date"
"54e6b2e0-172d-4bb6-a5a4-52ad991d92b4","https://bedes.lbl.gov/node/54e6b2e0-172d-4bb6-a5a4-52ad991d92b4","Louver","A shading system that can be applied to the exterior of a fenestration system made of fixed or adjustable horizontal or vertical elements.","N/A","Shading System","b3328f93-5232-4ac1-93ef-ef06d5d008c8","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"630189b2-b475-421e-8f40-e33facdc3804","https://bedes.lbl.gov/node/630189b2-b475-421e-8f40-e33facdc3804","Low","Corresponds to typical office/retail work. Sensible load 250 Btu/hr, Latent load 200 Btu/hr.","N/A","Occupant Activity Level","804b1300-5049-4595-a2e4-6789ef6e3b02","Commercial","2019-11-26 17:07:16"
"31ed53cd-ab6e-4366-b1d4-90ba9853d20a","https://bedes.lbl.gov/node/31ed53cd-ab6e-4366-b1d4-90ba9853d20a","Low","","n/a","Fire Hazard Severity Zone","13d6b9ea-fbbe-485b-82b0-00239fbd55d2","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"00f6981b-6e8d-472c-9dcd-ab52cd1a0330","https://bedes.lbl.gov/node/00f6981b-6e8d-472c-9dcd-ab52cd1a0330","Low activity standby","Produces no functional output, but can be switched into another mode with the remote control unit or an internal signal, and with an external signal, and is not exchanging/receiving data with/from an external source.","N/A","Operational Mode","1dc71ca0-5371-43b6-a05c-7794a73e0695","Commercial","2019-11-26 17:07:14"
"219db6a4-62e6-4a28-8482-dd790c333b61","https://bedes.lbl.gov/node/219db6a4-62e6-4a28-8482-dd790c333b61","Low bay","Interior lighting where the roof trusses or ceiling height is less than approximately 6.1 meters (20feet) above the floor.","n/a","Luminaire Type","5b79ff69-8f33-4825-b538-489df2cabeff","","2019-11-26 17:24:58"
"14dfefb9-5d58-4241-bddf-a0bc0699698a","https://bedes.lbl.gov/node/14dfefb9-5d58-4241-bddf-a0bc0699698a","Low data rate","Traffic is passed across ports of equipment at relatively slow data rate. For instance, network data rate of 1.0 kb/s (0.5 kb/s in each direction) as defined in the Energy Star test procedure.","n/a","Operational Mode","1dc71ca0-5371-43b6-a05c-7794a73e0695","Commercial","2019-11-26 17:07:16"
"83cec0a0-8bfe-4c72-9597-a6f90a7ad715","https://bedes.lbl.gov/node/83cec0a0-8bfe-4c72-9597-a6f90a7ad715","Low e","Specular glass that has the following values: Tsol ³ 0.5, Emiss ² 0.30 , Thick ³ 1 mm","N/A","Fenestration Glazing Type","cdfc6404-8b5b-44e4-85a4-45694b429188","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"04920068-14cb-42f5-b5e6-73eff74cf91f","https://bedes.lbl.gov/node/04920068-14cb-42f5-b5e6-73eff74cf91f","Low income","Low income rate structure","N/A","Rate Structure","333ca515-5dda-4641-a12d-13380109b0f0","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"7933aabc-83f4-499b-84a5-2ca20ad44767","https://bedes.lbl.gov/node/7933aabc-83f4-499b-84a5-2ca20ad44767","Low pressure sodium","Low-pressure sodium lamps only give monochromatic yellow light and so inhibit color vision at night.","n/a","Lamp Type","b0b0b5fb-2906-40a2-9125-b701d38ae570","","2019-11-26 17:24:58"
"23ef1a72-a526-4e86-8809-28331991bf5a","https://bedes.lbl.gov/node/23ef1a72-a526-4e86-8809-28331991bf5a","Low pressure under floor","","N/A","Heating Delivery Type","449464b3-25da-4a2a-beec-e7ab69aaf9cd","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"f1838fbc-4304-455e-8fe2-5b42cd49edd4","https://bedes.lbl.gov/node/f1838fbc-4304-455e-8fe2-5b42cd49edd4","Low Rise","1 to 4 Stories","","Height Classification","0698bc5a-c677-4937-a364-0c7f2047631f","","2019-11-26 17:24:58"
"d2b6cb4c-956f-4d73-972d-3f9e4f60da9e","https://bedes.lbl.gov/node/d2b6cb4c-956f-4d73-972d-3f9e4f60da9e","Low voltage","A low voltage model is an external power supply with a nameplate output voltage likely less than 6 volts and a nameplate output current greater than or equal to 550 milliamps.","N/A","External Power Supply Mode","1789ab8b-4e42-4eaf-bae1-8698234c1f92","Commercial","2019-11-26 17:07:16"
"0869bf35-657e-433e-a290-d425fd6da12e","https://bedes.lbl.gov/node/0869bf35-657e-433e-a290-d425fd6da12e","Lower","Common unit abbreviation: Lowr","N/A","Subaddress Type","aeae978b-c81e-4318-b6af-8ac8da74dd51","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"bc13d622-fc34-4c9d-a634-11e439e06979","https://bedes.lbl.gov/node/bc13d622-fc34-4c9d-a634-11e439e06979","Lowest fifth","Lowest fifth, or the bottom 20% of the population income distribution.","N/A","Occupant Income Range","93c2f048-f9c8-4a40-9d0b-bd301033cf15","Residential, Multifamily","2019-11-26 17:19:17"
"4eb3fe51-142b-41b6-9434-eff71d168955","https://bedes.lbl.gov/node/4eb3fe51-142b-41b6-9434-eff71d168955","Lumen maintenance","A lighting control strategy that adjusts lamp power over time to maintain constant light output as lamps age, dirt accumulates in luminaires, or both.This strategy allows for energy savings early in the life of a system then increases power as the system ages. Also known as lumen deprecation compensation.","N/A","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","","2019-11-26 17:24:58"
"761be292-d39e-4297-a6fe-3562bc3032c8","https://bedes.lbl.gov/node/761be292-d39e-4297-a6fe-3562bc3032c8","lumens","lumens (luminous flux)","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"dfb6e970-34c4-4417-957d-542ebdd8a471","https://bedes.lbl.gov/node/dfb6e970-34c4-4417-957d-542ebdd8a471","Luminaire","A complete lighting module consisting of lamp(s) and ballast(s) (when applicable), together with the parts designed to distribute the light, to position and protect the lamps, and to connect the lamps to the power supply.","n/a","Lighting Component","95ed0ec7-f3fa-4efe-a8ea-e2fe3de5cc26","","2019-11-26 17:19:17"
"a3a99f86-05af-47f4-8ae6-0f7e8d0efc1c","https://bedes.lbl.gov/node/a3a99f86-05af-47f4-8ae6-0f7e8d0efc1c","Lunch","A meal eaten in the middle of the day, typically one that is lighter or less formal than an evening meal.","N/A","Meal Type","7190bf80-48c0-4dea-9474-de00316be253","Commercial","2019-11-26 17:07:14"
"87b0af8a-bbaa-45a2-8d3a-798a1bd5e48e","https://bedes.lbl.gov/node/87b0af8a-bbaa-45a2-8d3a-798a1bd5e48e","lux","lux (illuminance)","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"94596daf-daa1-44fe-929c-4c8b39378571","https://bedes.lbl.gov/node/94596daf-daa1-44fe-929c-4c8b39378571","Luxury","A property rated as luxury","n/a","Market Threshold","48fe39ef-e054-4e9a-aa6f-ab3a3c106d50","Residential, Multifamily","2019-11-26 17:24:58"
"f285ff78-3f2f-4d34-899e-45e0b9c08278","https://bedes.lbl.gov/node/f285ff78-3f2f-4d34-899e-45e0b9c08278","m","meters","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"a5cb3676-fb64-4a9c-9749-7bb06dee344a","https://bedes.lbl.gov/node/a5cb3676-fb64-4a9c-9749-7bb06dee344a","m/s","meters per second","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"a9ea0249-6412-4d29-87aa-7c7b40787f36","https://bedes.lbl.gov/node/a9ea0249-6412-4d29-87aa-7c7b40787f36","m2","square meters","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"d3f6f831-c02c-40d2-9035-835c113a0412","https://bedes.lbl.gov/node/d3f6f831-c02c-40d2-9035-835c113a0412","m2-K/(W-cm)","square meters-Kelvin per watt-centimeter (thermal insulance per unit length)","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-12-18 11:38:41"
"344132f3-7d4a-44cd-9410-c9bd320ba5d5","https://bedes.lbl.gov/node/344132f3-7d4a-44cd-9410-c9bd320ba5d5","m2-K/W","square meters-Kelvin per watt (thermal insulance)","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"c18713b5-1a9c-42c3-96c0-6922f09ac882","https://bedes.lbl.gov/node/c18713b5-1a9c-42c3-96c0-6922f09ac882","m3","cubic meters","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"2dbc908a-d30e-4e9e-bba8-641f5ce38796","https://bedes.lbl.gov/node/2dbc908a-d30e-4e9e-bba8-641f5ce38796","m3/(kWh/cycle)","cubic meters per kilowatt-hour per cycle","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"8815c6d7-63d3-4067-9e77-0524faa5e844","https://bedes.lbl.gov/node/8815c6d7-63d3-4067-9e77-0524faa5e844","m3/day","cubic meters per day","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"afc7497b-34e3-4dd3-b5bf-7397128cf3ba","https://bedes.lbl.gov/node/afc7497b-34e3-4dd3-b5bf-7397128cf3ba","m3/s","cubic meters per second","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","","2019-11-26 17:24:58"
"ffd7b0c4-4f46-481b-a534-73230114aa5c","https://bedes.lbl.gov/node/ffd7b0c4-4f46-481b-a534-73230114aa5c","MA","Massachusetts","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"276415c7-0894-45fd-9aca-df5b7ccf920c","https://bedes.lbl.gov/node/276415c7-0894-45fd-9aca-df5b7ccf920c","Machinery","","N/A","Process Load Type","55d4daf1-bb0c-4b4e-ac8a-46814701b5ff","Commercial, Multifamily","2019-11-26 17:07:16"
"3f8524ed-9c4f-4946-af50-76feb0a4f4d4","https://bedes.lbl.gov/node/3f8524ed-9c4f-4946-af50-76feb0a4f4d4","Mailing","","n/a","Address Label","9ae91208-70a6-4fe4-b486-166eadb219f7","","2019-11-26 17:19:17"
"e52d7ee1-c0f9-4eda-8c6d-136e7f523424","https://bedes.lbl.gov/node/e52d7ee1-c0f9-4eda-8c6d-136e7f523424","Mailing machine","Prints postage on mail pieces.","N/A","Imaging Equipment Type","edb260d5-fa4d-4b99-907c-6e05323d9076","Commercial","2019-11-26 17:07:14"
"ce910908-8d29-46d4-b532-1923295169b9","https://bedes.lbl.gov/node/ce910908-8d29-46d4-b532-1923295169b9","Mains Voltage","A measurement of the Mains [Signaling] Voltage during the summary interval period in uV.","n/a","Power Metric","a822fb91-96bd-42b5-bc5d-e8f1548dab22","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"b2db7348-f3c4-44ea-955e-cc905ee368df","https://bedes.lbl.gov/node/b2db7348-f3c4-44ea-955e-cc905ee368df","Maintenance","Costs to maintain the equipment that has been installed as part of the measure or a project","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"bb3a73bb-7579-4736-a69d-88ae98570c2b","https://bedes.lbl.gov/node/bb3a73bb-7579-4736-a69d-88ae98570c2b","Major remodel","Substantial modification of space or system in existing premises","N/A","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"9f89527e-7b08-4866-815a-c1541453e599","https://bedes.lbl.gov/node/9f89527e-7b08-4866-815a-c1541453e599","Male householder no spouse","A male parent with children and no spouse.","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Residential","2019-11-26 17:19:17"
"20875b0d-52da-47c0-8e48-42cbf1795787","https://bedes.lbl.gov/node/20875b0d-52da-47c0-8e48-42cbf1795787","Malfunctioning","Failing to function normally or satisfactorily.","N/A","Condition","c38f9cc1-b4fe-459f-a194-41188cc02e89","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"55a41873-840c-4c7f-8cd8-8f10c95108bd","https://bedes.lbl.gov/node/55a41873-840c-4c7f-8cd8-8f10c95108bd","Mall","Commonly used street suffix or abbreviations: Mal","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"19ca7a3b-0b2a-48a3-9b38-32572eacf2bb","https://bedes.lbl.gov/node/19ca7a3b-0b2a-48a3-9b38-32572eacf2bb","Managed","A computer server that is designed for a high level of availability in a highly managed environment. A managed server is designed to be configured with redundant power supplies, and contains an installed dedicated management controller (e.g., service processor). Energy Star criteria.","N/A","Server Type","ba12c254-48d6-49c6-8f16-f9d263c250d3","Commercial","2019-11-26 17:07:14"
"5f8729da-3d60-44a0-b637-b616055ff05c","https://bedes.lbl.gov/node/5f8729da-3d60-44a0-b637-b616055ff05c","Management and administration","Costs for managing and administrating the implementation of the project","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"b86683eb-8108-4645-8f40-9033de640a4a","https://bedes.lbl.gov/node/b86683eb-8108-4645-8f40-9033de640a4a","Manor","Commonly used street suffix or abbreviations: Mnr","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"140b3393-08ad-43c8-989c-68b7ea0034c1","https://bedes.lbl.gov/node/140b3393-08ad-43c8-989c-68b7ea0034c1","Manors","Commonly used street suffix or abbreviations: Mnrs","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c3a764dc-c700-48c0-96a0-c75afc6139ae","https://bedes.lbl.gov/node/c3a764dc-c700-48c0-96a0-c75afc6139ae","Mansard","A mansard or mansard roof is a four-sided gambrel-style hip roof characterized by two slopes on each of its sides with the lower slope, punctured by dormer windows, at a steeper angle than the upper.","N/A","Roof Shape","adffe5cb-1940-4b3b-a3b3-9cf37aa7b227","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"ae5157b0-93b8-435a-a983-6ed25df7973e","https://bedes.lbl.gov/node/ae5157b0-93b8-435a-a983-6ed25df7973e","Manual","Manual operation of on and off switch.","n/a","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"95be30f3-0961-4a79-93a4-fe76cc2a7505","https://bedes.lbl.gov/node/95be30f3-0961-4a79-93a4-fe76cc2a7505","Manual defrost","Manual defrost refers to the type of defrosting system included for a freezer.","N/A","Equipment Features","e685357f-c699-4319-8779-1ea4896737af","Commercial","2019-11-26 17:07:14"
"35b1a162-7efd-4d47-b3a0-ec8384c34200","https://bedes.lbl.gov/node/35b1a162-7efd-4d47-b3a0-ec8384c34200","Manual dimming","","n/a","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"123a4ef1-157f-42b1-8744-1dec13d02291","https://bedes.lbl.gov/node/123a4ef1-157f-42b1-8744-1dec13d02291","Manually edited","Replaced or approved by a human","N/A","Quality","2714c60b-c5b1-4bbe-8047-1280aa5df1df","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"8b9f33b0-db45-4176-87a3-4f9baf399718","https://bedes.lbl.gov/node/8b9f33b0-db45-4176-87a3-4f9baf399718","Manufactured home","Manufactured homes are prefabricated somewhere other than the current site. Manufactured homes include premises such as house boats, mobile homes, and trailers.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Residential","2019-11-26 17:19:17"
"c8f90747-5a2c-43c0-8d87-637d59013115","https://bedes.lbl.gov/node/c8f90747-5a2c-43c0-8d87-637d59013115","Margin","A different manifestation of markup, to cover non-project specific overheads","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"db379977-c3b0-4e75-a499-f54461ae4512","https://bedes.lbl.gov/node/db379977-c3b0-4e75-a499-f54461ae4512","Marine","Building America or DOE zone.","N/A","Climate Zone","af2178d7-3ed1-456d-af87-3decc69dd233","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"394787b4-1eba-4fa0-a662-5d79efe91178","https://bedes.lbl.gov/node/394787b4-1eba-4fa0-a662-5d79efe91178","Market rate","A market rate property","n/a","Market Threshold","48fe39ef-e054-4e9a-aa6f-ab3a3c106d50","Residential, Multifamily","2019-11-26 17:24:58"
"77cacb4a-a6f0-4728-9820-b90319898a79","https://bedes.lbl.gov/node/77cacb4a-a6f0-4728-9820-b90319898a79","Markup","Generally applied to energy or construction projects procured by the Federal government. The mark-up, usually a set percentage of the project implementation cost, is added to the project price to cover non-project-specific overheads such as general administration and marketing.","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"ca0aaee0-3418-43aa-af2d-289a75e8a5c0","https://bedes.lbl.gov/node/ca0aaee0-3418-43aa-af2d-289a75e8a5c0","Married couple no children","A married couple with no children,","N/A","Occupant Type","9990e638-f884-446b-9218-c5855a7e7955","Residential","2019-11-26 17:19:17"
"ce66b8d1-4e5f-418d-8afe-5e3917a1acfc","https://bedes.lbl.gov/node/ce66b8d1-4e5f-418d-8afe-5e3917a1acfc","Martin Luther King Day","Martin Luther King Day is a federal holiday held on the third Monday of January","N/A","Observed Holidays","a9fca749-0710-44aa-9a95-30101bcad908","Commercial","2019-11-26 17:07:14"
"f0fbeb1c-71cc-4faa-83ed-728089807bff","https://bedes.lbl.gov/node/f0fbeb1c-71cc-4faa-83ed-728089807bff","Masonite","Masonite is a type of hardboard made of steam-cooked and pressure-molded wood fibres. This product is also known as Quartrboard, Isorel, hernit, karlit, torex or treetex.","n/a","Finish","b896fde7-0300-4803-b13d-cb8004c4fb31","","2019-11-26 17:19:17"
"8ffd8c8e-a9d2-41b5-95f2-93a3cbeb86bb","https://bedes.lbl.gov/node/8ffd8c8e-a9d2-41b5-95f2-93a3cbeb86bb","Masonry","Masonry finish materials can include plaster, adobe.","N/A","Finish","b896fde7-0300-4803-b13d-cb8004c4fb31","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"88c4c8d0-98bd-4a92-a5ea-dfdeb073762e","https://bedes.lbl.gov/node/88c4c8d0-98bd-4a92-a5ea-dfdeb073762e","Masonry","","N/A","Material","a80a1ea8-a2e3-4470-bf8e-3d69d22dfdb9","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"89fa5ee3-9062-4ca5-926c-772e7d3a9980","https://bedes.lbl.gov/node/89fa5ee3-9062-4ca5-926c-772e7d3a9980","Masonry","Masonry a structure built from individual units laid in and bound together by mortar. The common materials of masonry construction are brick, stone, marble, granite, travertine, limestone, cast stone, concrete block, glass block, stucco, tile, and cob.","N/A","Construction Method","16d028b7-fe74-4fb7-a17a-46c42310febb","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"5fc5dc55-c5b0-419b-b30b-dfed8d52fb50","https://bedes.lbl.gov/node/5fc5dc55-c5b0-419b-b30b-dfed8d52fb50","Master meter","Master meter","n/a","Meter Type","b57658e2-43b2-4347-b1de-1883089d15bd","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"ed3f9be0-c976-4a4b-9e02-e504b263c5da","https://bedes.lbl.gov/node/ed3f9be0-c976-4a4b-9e02-e504b263c5da","Master meter with sub metering","Tenants sub-metered by building owner","N/A","Metering Configuration","6f67f127-8ef8-4dcc-a099-13412255527d","Commercial, Multifamily","2019-12-11 14:24:55"
"e9c03553-5044-41cc-8c44-be36da45e884","https://bedes.lbl.gov/node/e9c03553-5044-41cc-8c44-be36da45e884","Master meter without sub metering","Tenants not directly metered or sub-metered","N/A","Metering Configuration","6f67f127-8ef8-4dcc-a099-13412255527d","Commercial, Multifamily","2019-12-11 14:25:20"
"3b5af941-ce6a-43de-bdc2-a6e4b2a36d28","https://bedes.lbl.gov/node/3b5af941-ce6a-43de-bdc2-a6e4b2a36d28","Master's degree","Occupant completed a postgraduate program and received a Master's degree.","N/A","Highest Level Of Occupant Education","3d8f4d75-8578-46ef-8d4c-e94b00be54fa","Residential, Multifamily","2019-11-26 17:19:17"
"ddab5b99-0c09-4bcc-9404-e3a7858290dd","https://bedes.lbl.gov/node/ddab5b99-0c09-4bcc-9404-e3a7858290dd","Material","Costs of material needed to implement the measure or project","n/a","Cost Attribution","1e02cc73-b700-429e-a4af-db4d04eb3efc","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"429938cf-f5a2-4bed-baaa-6b1d32af7a87","https://bedes.lbl.gov/node/429938cf-f5a2-4bed-baaa-6b1d32af7a87","Maturity","End of scheduled loan period","N/A","Loan Label","6d470757-e5af-496c-a092-877de4c2c67b","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"3b7d0051-3f4a-4109-aedb-017c6f01993f","https://bedes.lbl.gov/node/3b7d0051-3f4a-4109-aedb-017c6f01993f","Max cells","","N/A","Control Strategy","8cdcbaa7-36c4-4ae7-80cc-ac4d16a31a40","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"513b467e-aeec-4838-8931-d60ca899e0a2","https://bedes.lbl.gov/node/513b467e-aeec-4838-8931-d60ca899e0a2","Maximum","","N/A","Interval Measure","566e40e3-c25d-4159-bf1e-eb219e386262","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"522f63c5-3893-46c9-a027-da365b2d0fca","https://bedes.lbl.gov/node/522f63c5-3893-46c9-a027-da365b2d0fca","Maximum power output","Peak power exerted by a system.","n/a","Consumption Rate Type","5364ae7a-62fd-4354-be50-7989abafb82d","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"c62ad2d8-4886-41ec-9513-2c99428b1240","https://bedes.lbl.gov/node/c62ad2d8-4886-41ec-9513-2c99428b1240","Mcf","million cubic feet","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"4ab65f7e-6a69-4cb4-b3ae-356dffc93bcb","https://bedes.lbl.gov/node/4ab65f7e-6a69-4cb4-b3ae-356dffc93bcb","Mcf/day","million cubic feet per day","","Unit Of Measure","10645e3b-270a-4251-8153-36017540d539","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"fc8b4402-de81-4657-b3e4-1ac111bbffbf","https://bedes.lbl.gov/node/fc8b4402-de81-4657-b3e4-1ac111bbffbf","MD","Maryland","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"8867f37a-d369-4e1a-992c-9cc5fb63feb2","https://bedes.lbl.gov/node/8867f37a-d369-4e1a-992c-9cc5fb63feb2","MDT","","N/A","Time Zone Code","33ac969f-01e5-42c1-bc4a-1ac28d8b20b7","Commercial, Residential, Multifamily","2019-11-26 17:19:17"
"cb213c9b-96b5-4abe-8803-af135a90ee94","https://bedes.lbl.gov/node/cb213c9b-96b5-4abe-8803-af135a90ee94","ME","Maine","N/A","State","9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"557ed31c-53e9-4b6b-b044-539e498f0dbc","https://bedes.lbl.gov/node/557ed31c-53e9-4b6b-b044-539e498f0dbc","Meadow","Commonly used street suffix or abbreviations: Mdw","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"427c605b-77d5-453b-8215-cf0b74e4f401","https://bedes.lbl.gov/node/427c605b-77d5-453b-8215-cf0b74e4f401","Meadows","Commonly used street suffix or abbreviations: Mdws","N/A","Street Name Post Type","0e5b9f13-6b6b-4a6e-86bb-d4667b62cc4e","Commercial, Residential, Multifamily","2019-11-26 17:12:28"
"41f5b771-88ac-4e55-821e-53146fa18005","https://bedes.lbl.gov/node/41f5b771-88ac-4e55-821e-53146fa18005","Measure","Defined modification of equipment, system, or operation","n/a","Action Category","74c405e8-0e2e-4b1d-961e-2170e3089f9a","","2019-11-26 17:19:17"
"686c3562-518e-47f5-b1f1-8b12145479ba","https://bedes.lbl.gov/node/686c3562-518e-47f5-b1f1-8b12145479ba","Measured","","n/a","Date Status","ecf22d4c-16f2-4f87-89f9-cb2b77c3c929","","2019-11-26 17:19:17"
"bfa10000-a563-4110-8e39-d251a3e86f1c","https://bedes.lbl.gov/node/bfa10000-a563-4110-8e39-d251a3e86f1c","Measured","The value was ascertained using a device.","N/A","Derivation Method","bf19d06e-7803-41c6-927f-87872c0beaf4","Commercial, Residential, Multifamily","2019-11-26 17:09:08"
"77baf93d-fa42-4307-9407-4ef9bacb367a","https://bedes.lbl.gov/node/77baf93d-fa42-4307-9407-4ef9bacb367a","Mechanical chase","Mechanical chases are large openings in the attic plane that allow ducts, pipes or wire bunches to pass from the living space into the attic area.","n/a","Attic Component","77d50160-f299-480f-afed-13e2f3a251df","","2019-11-26 17:19:17"
"3d4bb524-4f70-43e3-b3a0-d4293a69954a","https://bedes.lbl.gov/node/3d4bb524-4f70-43e3-b3a0-d4293a69954a","Mechanical chase","Mechanical chases can be large openings between the basement and the living space to allow ducts, pipes and wire bunches to pass through.","n/a","Foundation Component","141a6da0-e9ba-48e5-906d-4481652de010","","2019-11-26 17:19:17"
"8ca644b3-75a6-4303-9207-2c269452baf2","https://bedes.lbl.gov/node/8ca644b3-75a6-4303-9207-2c269452baf2","Mechanical engineer","The mechanical engineer of record","N/A","Contact Label","7d3e348a-253b-44aa-8b01-2967133a0c0c","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"8aed72d9-14dd-44c7-9a0f-0e722524b80a","https://bedes.lbl.gov/node/8aed72d9-14dd-44c7-9a0f-0e722524b80a","Mechanical forced","Mechanical forced draught is provided by means of a fan forcing air into the combustion chamber.","N/A","Draft Type","b2bc8a23-9a79-4a91-9903-4e0a495595b8","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"3a350796-c590-45ff-9014-a700f5f15a1d","https://bedes.lbl.gov/node/3a350796-c590-45ff-9014-a700f5f15a1d","Mechanical induced","In mechanical induced draught exhaust gases are pulled out of the boiler by either a steam jet or an induced draught fan.","N/A","Draft Type","b2bc8a23-9a79-4a91-9903-4e0a495595b8","Commercial, Residential, Multifamily","2019-11-26 17:07:16"
"cd0e8b58-59bb-4e6c-b153-301be7e32785","https://bedes.lbl.gov/node/cd0e8b58-59bb-4e6c-b153-301be7e32785","Mechanical room","The mechanical room is dedicated to the mechanical equipment and its associated electrical equipment.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial, Multifamily","2019-11-26 17:07:16"
"23b8d660-9505-42e0-b76d-738ece98669b","https://bedes.lbl.gov/node/23b8d660-9505-42e0-b76d-738ece98669b","Mechanical room","Located in a dedicated mechnical room","N/A","Location","f1f0585d-19da-47e1-824f-6e109fb136c8","Commercial, Residential, Multifamily","2019-11-26 17:24:58"
"783a3178-f36a-4b60-a69a-ae00b87a7830","https://bedes.lbl.gov/node/783a3178-f36a-4b60-a69a-ae00b87a7830","Mechanical ventilation","","N/A","Other HVAC Type","09d22d38-ffbc-494d-84ea-8eab196c579e","Commercial, Residential, Multifamily","2019-11-26 17:07:14"
"2d5505b1-e56b-43f5-8c1a-24c35225dcbc","https://bedes.lbl.gov/node/2d5505b1-e56b-43f5-8c1a-24c35225dcbc","Media center","A media center is place for researching, viewing and producing a wide range of media.","N/A","Occupancy Classification","c96589bd-0dfc-47a4-b040-11dba49d2ebd","Commercial, Multifamily","2019-11-26 17:07:16"
